input,target,lang,plural
de vogels troost de leraars,de vogels heeft de leraars getroost,nl,True
de tijger eet de vrouw,de tijger heeft de vrouw gegeten,nl,False
le cheval voit le tigre,le cheval a vu le tigre,fr,False
de man redt de paard,de man heeft de paard gered,nl,False
le enfant mange le tigre,le enfant a mangé le tigre,fr,False
de aap troost de vriend,de aap heeft de vriend getroost,nl,False
les hommes chasse les renards,les hommes a chassé les renards,fr,True
les professeurs repousse les hommes,les professeurs a repoussé les hommes,fr,True
de jongen draagt de olifant,de jongen heeft de olifant gedragen,nl,False
le chien poursuit le femme,le chien a poursuivi le femme,fr,False
le garçon poursuit le ami,le garçon a poursuivi le ami,fr,False
le professeur aime le chat,le professeur a aimé le chat,fr,False
de man eet de leraar,de man heeft de leraar gegeten,nl,False
de vriend achtervolgt de vrouw,de vriend heeft de vrouw achtervolgd,nl,False
les docteurs poursuit les chevaux,les docteurs a poursuivi les chevaux,fr,True
les chevaux voit les renards,les chevaux a vu les renards,fr,True
de vogel ziet de olifant,de vogel heeft de olifant gezien,nl,False
de aap duwt de kind,de aap heeft de kind geduwd,nl,False
les tigres frappe les enfants,les tigres a frappé les enfants,fr,True
le chien repousse le femme,le chien a repoussé le femme,fr,False
de vos ziet de vijand,de vos heeft de vijand gezien,nl,False
de olifanten jaagt de vrienden,de olifanten heeft de vrienden gejaagd,nl,True
de dokter negeert de jongen,de dokter heeft de jongen genegeerd,nl,False
les filles réconforte les femmes,les filles a réconforté les femmes,fr,True
le professeur embrasse le oiseau,le professeur a embrassé le oiseau,fr,False
le loup sauve le cheval,le loup a sauvé le cheval,fr,False
le professeur soigne le éléphant,le professeur a soigné le éléphant,fr,False
les garçons mange les renards,les garçons a mangé les renards,fr,True
de vijand ziet de jongen,de vijand heeft de jongen gezien,nl,False
les oiseaux poursuit les professeurs,les oiseaux a poursuivi les professeurs,fr,True
les oiseaux aide les chevaux,les oiseaux a aidé les chevaux,fr,True
de vogels jaagt de katten,de vogels heeft de katten gejaagd,nl,True
de leraar duwt de vriend,de leraar heeft de vriend geduwd,nl,False
de vrouw troost de tijger,de vrouw heeft de tijger getroost,nl,False
le cheval frappe le docteur,le cheval a frappé le docteur,fr,False
le singe aime le garçon,le singe a aimé le garçon,fr,False
de honden duwt de kinderen,de honden heeft de kinderen geduwd,nl,True
de olifant zoekt de kat,de olifant heeft de kat gezocht,nl,False
le renard observe le enfant,le renard a observé le enfant,fr,False
le loup aide le cheval,le loup a aidé le cheval,fr,False
de jongen negeert de hond,de jongen heeft de hond genegeerd,nl,False
de hond zoekt de muis,de hond heeft de muis gezocht,nl,False
le renard sauve le oiseau,le renard a sauvé le oiseau,fr,False
les chats frappe les femmes,les chats a frappé les femmes,fr,True
le singe attaque le homme,le singe a attaqué le homme,fr,False
de muizen verzorgt de katten,de muizen heeft de katten verzorgd,nl,True
de tijger slaat de vogel,de tijger heeft de vogel geslagen,nl,False
les hommes chasse les éléphants,les hommes a chassé les éléphants,fr,True
les enfants soigne les chats,les enfants a soigné les chats,fr,True
de apen zoekt de mannen,de apen heeft de mannen gezocht,nl,True
les oiseaux réconforte les amis,les oiseaux a réconforté les amis,fr,True
le cheval frappe le singe,le cheval a frappé le singe,fr,False
de vossen draagt de meisjes,de vossen heeft de meisjes gedragen,nl,True
le singe aide le garçon,le singe a aidé le garçon,fr,False
les chats repousse les enfants,les chats a repoussé les enfants,fr,True
de kinderen observeert de jongens,de kinderen heeft de jongens geobserveerd,nl,True
le souris sauve le garçon,le souris a sauvé le garçon,fr,False
de hond slaat de dokter,de hond heeft de dokter geslagen,nl,False
les amis voit les femmes,les amis a vu les femmes,fr,True
le docteur aide le homme,le docteur a aidé le homme,fr,False
les renards soigne les chevaux,les renards a soigné les chevaux,fr,True
de vijand verzorgt de vogel,de vijand heeft de vogel verzorgd,nl,False
de jongens redt de vrienden,de jongens heeft de vrienden gered,nl,True
de jongen valt de hond,de jongen heeft de hond aangevallen,nl,False
les tigres sauve les oiseaux,les tigres a sauvé les oiseaux,fr,True
les chats repousse les renards,les chats a repoussé les renards,fr,True
les filles frappe les singes,les filles a frappé les singes,fr,True
le femme poursuit le oiseau,le femme a poursuivi le oiseau,fr,False
les chiens mange les souris,les chiens a mangé les souris,fr,True
les garçons repousse les filles,les garçons a repoussé les filles,fr,True
le chien frappe le chat,le chien a frappé le chat,fr,False
de olifant slaat de man,de olifant heeft de man geslagen,nl,False
de mannen eet de vrienden,de mannen heeft de vrienden gegeten,nl,True
de paarden troost de dokters,de paarden heeft de dokters getroost,nl,True
le souris attaque le ami,le souris a attaqué le ami,fr,False
de kinderen achtervolgt de olifanten,de kinderen heeft de olifanten achtervolgd,nl,True
de vijanden bekijkt de mannen,de vijanden heeft de mannen bekeken,nl,True
de muizen duwt de honden,de muizen heeft de honden geduwd,nl,True
de vriend verzorgt de paard,de vriend heeft de paard verzorgd,nl,False
de meisjes valt de vrienden,de meisjes heeft de vrienden aangevallen,nl,True
les professeurs réconforte les femmes,les professeurs a réconforté les femmes,fr,True
les oiseaux sauve les chats,les oiseaux a sauvé les chats,fr,True
le singe sauve le femme,le singe a sauvé le femme,fr,False
les loups embrasse les hommes,les loups a embrassé les hommes,fr,True
les enfants frappe les éléphants,les enfants a frappé les éléphants,fr,True
les enfants embrasse les éléphants,les enfants a embrassé les éléphants,fr,True
les filles voit les loups,les filles a vu les loups,fr,True
de vijand slaat de jongen,de vijand heeft de jongen geslagen,nl,False
le ami ignore le loup,le ami a ignoré le loup,fr,False
de jongen valt de kat,de jongen heeft de kat aangevallen,nl,False
le souris attaque le cheval,le souris a attaqué le cheval,fr,False
de leraar mag de vijand,de leraar heeft de vijand gemogen,nl,False
de vrouwen negeert de muizen,de vrouwen heeft de muizen genegeerd,nl,True
les souris soigne les hommes,les souris a soigné les hommes,fr,True
de meisje negeert de dokter,de meisje heeft de dokter genegeerd,nl,False
de honden verzorgt de kinderen,de honden heeft de kinderen verzorgd,nl,True
de jongens mag de leraars,de jongens heeft de leraars gemogen,nl,True
les singes sauve les filles,les singes a sauvé les filles,fr,True
de olifanten ziet de tijgers,de olifanten heeft de tijgers gezien,nl,True
les enfants soigne les hommes,les enfants a soigné les hommes,fr,True
le souris soigne le chien,le souris a soigné le chien,fr,False
de honden achtervolgt de meisjes,de honden heeft de meisjes achtervolgd,nl,True
les ennemis chasse les filles,les ennemis a chassé les filles,fr,True
de leeuw draagt de muis,de leeuw heeft de muis gedragen,nl,False
le chien observe le loup,le chien a observé le loup,fr,False
les oiseaux cherche les singes,les oiseaux a cherché les singes,fr,True
le chat ignore le loup,le chat a ignoré le loup,fr,False
de leeuwen helpt de honden,de leeuwen heeft de honden geholpen,nl,True
les chats mange les éléphants,les chats a mangé les éléphants,fr,True
de katten negeert de mannen,de katten heeft de mannen genegeerd,nl,True
de leeuw valt de tijger,de leeuw heeft de tijger aangevallen,nl,False
de muizen achtervolgt de meisjes,de muizen heeft de meisjes achtervolgd,nl,True
les professeurs aide les chiens,les professeurs a aidé les chiens,fr,True
le renard attaque le singe,le renard a attaqué le singe,fr,False
de meisje zoent de aap,de meisje heeft de aap gezoend,nl,False
les enfants aime les garçons,les enfants a aimé les garçons,fr,True
de mannen helpt de dokters,de mannen heeft de dokters geholpen,nl,True
de leeuwen observeert de vossen,de leeuwen heeft de vossen geobserveerd,nl,True
de mannen mag de vossen,de mannen heeft de vossen gemogen,nl,True
de olifanten negeert de meisjes,de olifanten heeft de meisjes genegeerd,nl,True
les professeurs ignore les filles,les professeurs a ignoré les filles,fr,True
les hommes regarde les loups,les hommes a regardé les loups,fr,True
les femmes aide les garçons,les femmes a aidé les garçons,fr,True
de meisjes zoekt de muizen,de meisjes heeft de muizen gezocht,nl,True
de tijger negeert de meisje,de tijger heeft de meisje genegeerd,nl,False
le ennemi aide le professeur,le ennemi a aidé le professeur,fr,False
les chiens porte les femmes,les chiens a porté les femmes,fr,True
de honden zoent de muizen,de honden heeft de muizen gezoend,nl,True
de apen zoent de meisjes,de apen heeft de meisjes gezoend,nl,True
les renards réconforte les enfants,les renards a réconforté les enfants,fr,True
de vogels helpt de olifanten,de vogels heeft de olifanten geholpen,nl,True
les ennemis embrasse les éléphants,les ennemis a embrassé les éléphants,fr,True
de jongens verzorgt de olifanten,de jongens heeft de olifanten verzorgd,nl,True
de tijger volgt de vijand,de tijger heeft de vijand gevolgd,nl,False
de jongens jaagt de tijgers,de jongens heeft de tijgers gejaagd,nl,True
de kind jaagt de kat,de kind heeft de kat gejaagd,nl,False
de apen mag de vogels,de apen heeft de vogels gemogen,nl,True
le singe suit le oiseau,le singe a suivi le oiseau,fr,False
de katten slaat de leraars,de katten heeft de leraars geslagen,nl,True
de meisje valt de aap,de meisje heeft de aap aangevallen,nl,False
de vossen eet de kinderen,de vossen heeft de kinderen gegeten,nl,True
les enfants sauve les garçons,les enfants a sauvé les garçons,fr,True
les renards regarde les garçons,les renards a regardé les garçons,fr,True
de katten redt de dokters,de katten heeft de dokters gered,nl,True
les chats chasse les éléphants,les chats a chassé les éléphants,fr,True
de paard zoent de vogel,de paard heeft de vogel gezoend,nl,False
de dokter ziet de vos,de dokter heeft de vos gezien,nl,False
de paarden verzorgt de honden,de paarden heeft de honden verzorgd,nl,True
de dokters ziet de katten,de dokters heeft de katten gezien,nl,True
de kat zoent de vrouw,de kat heeft de vrouw gezoend,nl,False
le fille sauve le renard,le fille a sauvé le renard,fr,False
les chevaux poursuit les hommes,les chevaux a poursuivi les hommes,fr,True
le chat soigne le renard,le chat a soigné le renard,fr,False
de muis zoekt de meisje,de muis heeft de meisje gezocht,nl,False
le homme frappe le cheval,le homme a frappé le cheval,fr,False
les filles soigne les docteurs,les filles a soigné les docteurs,fr,True
le loup réconforte le éléphant,le loup a réconforté le éléphant,fr,False
le chien mange le oiseau,le chien a mangé le oiseau,fr,False
de vos draagt de olifant,de vos heeft de olifant gedragen,nl,False
le tigre attaque le professeur,le tigre a attaqué le professeur,fr,False
de man verzorgt de dokter,de man heeft de dokter verzorgd,nl,False
les tigres chasse les ennemis,les tigres a chassé les ennemis,fr,True
les enfants observe les souris,les enfants a observé les souris,fr,True
le singe cherche le souris,le singe a cherché le souris,fr,False
de kinderen negeert de tijgers,de kinderen heeft de tijgers genegeerd,nl,True
de meisje helpt de jongen,de meisje heeft de jongen geholpen,nl,False
les amis porte les docteurs,les amis a porté les docteurs,fr,True
le docteur aime le femme,le docteur a aimé le femme,fr,False
de paard draagt de leraar,de paard heeft de leraar gedragen,nl,False
de kind troost de tijger,de kind heeft de tijger getroost,nl,False
les oiseaux sauve les éléphants,les oiseaux a sauvé les éléphants,fr,True
de vossen verzorgt de meisjes,de vossen heeft de meisjes verzorgd,nl,True
le fille suit le ami,le fille a suivi le ami,fr,False
de kind ziet de meisje,de kind heeft de meisje gezien,nl,False
de kind valt de vriend,de kind heeft de vriend aangevallen,nl,False
de aap valt de vos,de aap heeft de vos aangevallen,nl,False
les garçons repousse les chiens,les garçons a repoussé les chiens,fr,True
les chiens ignore les éléphants,les chiens a ignoré les éléphants,fr,True
de olifant troost de leraar,de olifant heeft de leraar getroost,nl,False
de leraar helpt de jongen,de leraar heeft de jongen geholpen,nl,False
les chiens regarde les garçons,les chiens a regardé les garçons,fr,True
les garçons embrasse les ennemis,les garçons a embrassé les ennemis,fr,True
les souris sauve les femmes,les souris a sauvé les femmes,fr,True
les éléphants observe les femmes,les éléphants a observé les femmes,fr,True
les tigres réconforte les chiens,les tigres a réconforté les chiens,fr,True
les loups cherche les amis,les loups a cherché les amis,fr,True
de olifanten observeert de tijgers,de olifanten heeft de tijgers geobserveerd,nl,True
les femmes poursuit les renards,les femmes a poursuivi les renards,fr,True
les filles voit les tigres,les filles a vu les tigres,fr,True
de vos zoent de vriend,de vos heeft de vriend gezoend,nl,False
de vrienden observeert de vogels,de vrienden heeft de vogels geobserveerd,nl,True
le loup attaque le ennemi,le loup a attaqué le ennemi,fr,False
le singe cherche le ami,le singe a cherché le ami,fr,False
de jongens redt de dokters,de jongens heeft de dokters gered,nl,True
de dokters verzorgt de kinderen,de dokters heeft de kinderen verzorgd,nl,True
de kind achtervolgt de leraar,de kind heeft de leraar achtervolgd,nl,False
de vrienden draagt de muizen,de vrienden heeft de muizen gedragen,nl,True
de katten eet de leeuwen,de katten heeft de leeuwen gegeten,nl,True
de muis observeert de aap,de muis heeft de aap geobserveerd,nl,False
le éléphant suit le docteur,le éléphant a suivi le docteur,fr,False
le cheval aide le garçon,le cheval a aidé le garçon,fr,False
le cheval soigne le enfant,le cheval a soigné le enfant,fr,False
de leraar duwt de muis,de leraar heeft de muis geduwd,nl,False
le cheval repousse le éléphant,le cheval a repoussé le éléphant,fr,False
le ennemi ignore le loup,le ennemi a ignoré le loup,fr,False
de vijand zoekt de tijger,de vijand heeft de tijger gezocht,nl,False
de paard achtervolgt de kat,de paard heeft de kat achtervolgd,nl,False
de man draagt de vogel,de man heeft de vogel gedragen,nl,False
